year,country,region,happiness_score,generosity,healthy_life_expectancy,perceptions_of_corruption,gdp_per_capita,freedom_to_make_life_choices,social_support,temperature
2020,Israel,Middle East and North Africa,7.128600121,0.266861796,1.008052945,0.09989845,1.216463685,0.420699477,1.403256774,20.41
2021,Israel,Middle East and North Africa,7.157,0.208,0.788,0.119,1.376,0.509,1.074,20.86
2022,Israel,Middle East and North Africa,7.364,0.155,0.818,0.143,1.826,0.568,1.221,20.23
2015,Italy,Western Europe,5.948,0.22823,0.95446,0.02901,1.25114,0.26236,1.19777,13.8
2016,Italy,Western Europe,5.977,0.16684,0.85102,0.02556,1.35495,0.18827,1.04167,13.58
2017,Italy,Western Europe,5.964000225,0.172789648,0.853144348,0.028028091,1.395066619,0.256450713,1.444923282,13.46
2018,Italy,Western Europe,6.0,0.137,0.946,0.028,1.264,0.281,1.501,14.1
2019,Italy,Western Europe,6.223,0.158,1.039,0.03,1.294,0.231,1.488,13.94
2020,Italy,Western Europe,6.38740015,0.170266211,1.022504926,0.040145598,1.236396074,0.321305573,1.347296,13.83
2021,Italy,Western Europe,6.483,0.133,0.798,0.047,1.393,0.379,0.94,13.52
2022,Italy,Western Europe,6.467,0.085,0.801,0.059,1.834,0.412,1.052,14.38
2015,Ivory Coast,Sub-Saharan Africa,3.655,0.20165,0.15185,0.17922,0.46534,0.46866,0.77115,
2016,Ivory Coast,Sub-Saharan Africa,3.916,0.20338,0.04476,0.1553,0.55507,0.40663,0.57576,
2017,Ivory Coast,Sub-Saharan Africa,4.179999828,0.20123747,0.04864217,0.130061775,0.603048921,0.447706193,0.90478003,
2018,Ivory Coast,Sub-Saharan Africa,4.671,0.146,0.08,0.103,0.541,0.467,0.872,
2019,Ivory Coast,Sub-Saharan Africa,4.944,0.154,0.232,0.09,0.569,0.352,0.808,
2020,Ivory Coast,Sub-Saharan Africa,5.233300209,0.169915587,0.154942513,0.093495794,0.537094414,0.397122532,0.799727261,
2021,Ivory Coast,Sub-Saharan Africa,5.306,0.177,0.052,0.092,0.669,0.438,0.409,
2022,Ivory Coast,Sub-Saharan Africa,5.235,0.149,0.322,0.124,1.094,0.451,0.442,
2015,Jamaica,Latin America and Caribbean,5.709,0.2123,0.68741,0.02299,0.81038,0.50442,1.15102,26.52
2016,Jamaica,Latin America and Caribbean,5.51,0.22245,0.59469,0.04294,0.89333,0.43597,0.96372,26.26
2017,Jamaica,Latin America and Caribbean,5.31099987,0.233818337,0.641022384,0.055267781,0.925579309,0.474307239,1.368218064,26.14
2018,Jamaica,Latin America and Caribbean,5.89,0.096,0.693,0.031,0.819,0.575,1.493,26.1
2019,Jamaica,Latin America and Caribbean,5.89,0.107,0.831,0.028,0.831,0.49,1.478,26.3
2020,Jamaica,Latin America and Caribbean,5.889800072,0.116268493,0.788434088,0.030147785,0.779058397,0.553124607,1.408289194,26.32
2021,Jamaica,Latin America and Caribbean,6.309,0.099,0.599,0.035,0.891,0.618,0.932,26.07
2022,Jamaica,Latin America and Caribbean,5.85,0.08,0.646,0.053,1.296,0.567,1.045,26.02
2015,Japan,East Asia,5.987,0.10705,0.99111,0.1806,1.27074,0.49615,1.25712,12.18
2016,Japan,East Asia,5.921,0.10224,0.91491,0.18985,1.38007,0.46761,1.06054,12.24
2017,Japan,East Asia,5.920000076,0.120572768,0.913475871,0.163760737,1.416915178,0.505625546,1.436337829,11.66
2018,Japan,East Asia,5.915,0.079,0.988,0.15,1.294,0.553,1.462,12.23
2019,Japan,East Asia,5.886,0.069,1.088,0.14,1.327,0.445,1.419,12.4
2020,Japan,East Asia,5.870800018,0.03571178,1.072881341,0.181439638,1.26672411,0.495465875,1.332338691,12.41
2021,Japan,East Asia,5.94,0.02,0.838,0.192,1.389,0.504,0.949,12.45
2022,Japan,East Asia,6.039,0.007,0.866,0.218,1.835,0.537,1.089,12.42
2015,Jordan,Middle East and North Africa,5.192,0.11053,0.69639,0.14293,0.90198,0.40661,1.05392,19.83
2016,Jordan,Middle East and North Africa,5.303,0.14262,0.60712,0.13297,0.99673,0.36023,0.86216,20.09
2017,Jordan,Middle East and North Africa,5.335999966,0.17217046,0.604590058,0.119803272,0.991012394,0.418421149,1.239088893,19.83
2018,Jordan,Middle East and North Africa,5.161,0.13,0.645,0.134,0.822,0.468,1.265,20.44
2019,Jordan,Middle East and North Africa,4.906,0.11,0.815,0.13,0.837,0.383,1.225,19.89
2020,Jordan,Middle East and North Africa,4.633399963,0.091494769,0.777624726,0.151878625,0.785179198,0.424855083,1.140118599,19.92
2021,Jordan,Middle East and North Africa,4.395,0.079,0.583,0.15,0.89,0.455,0.685,20.36
2022,Jordan,Middle East and North Africa,4.152,0.058,0.675,0.2,1.324,0.476,0.724,19.77
2015,Kazakhstan,Commonwealth of Independent States,5.855,0.11827,0.64368,0.08454,1.12254,0.51649,1.12241,7.87
2016,Kazakhstan,Commonwealth of Independent States,5.919,0.15011,0.57386,0.11132,1.22943,0.4052,0.95544,7.77
2017,Kazakhstan,Commonwealth of Independent States,5.818999767,0.201964423,0.606041551,0.119282886,1.28455627,0.437454283,1.384369016,7.59
2018,Kazakhstan,Commonwealth of Independent States,5.79,0.148,0.631,0.121,1.143,0.454,1.516,6.49
2019,Kazakhstan,Commonwealth of Independent States,5.809,0.146,0.729,0.096,1.173,0.41,1.508,7.83
2020,Kazakhstan,Commonwealth of Independent States,6.057899952,0.153713793,0.698788941,0.110463686,1.122594237,0.497432142,1.453267694,8.31
2021,Kazakhstan,Commonwealth of Independent States,6.152,0.143,0.527,0.132,1.23,0.573,1.103,7.83
2022,Kazakhstan,Commonwealth of Independent States,6.234,0.134,0.611,0.157,1.668,0.584,1.22,8.06
2015,Kenya,Sub-Saharan Africa,4.419,0.37542,0.41435,0.05839,0.36471,0.42215,0.99876,25.21
2016,Kenya,Sub-Saharan Africa,4.356,0.41328,0.30147,0.06686,0.52267,0.40576,0.7624,25.56
2017,Kenya,Sub-Saharan Africa,4.552999973,0.444860309,0.30998835,0.064641319,0.560479462,0.452763766,1.067950726,25.36
2018,Kenya,Sub-Saharan Africa,4.41,0.352,0.454,0.055,0.493,0.504,1.048,25.01
2019,Kenya,Sub-Saharan Africa,4.509,0.372,0.581,0.053,0.512,0.431,0.983,25.45
2020,Kenya,Sub-Saharan Africa,4.583000183,0.393902093,0.536312759,0.067201078,0.476413399,0.519180536,0.905077755,25.42
2021,Kenya,Sub-Saharan Africa,4.607,0.375,0.385,0.073,0.603,0.483,0.508,25.25
2022,Kenya,Sub-Saharan Africa,4.543,0.322,0.401,0.082,1.032,0.44,0.605,25.22
2015,Kosovo,Central and Eastern Europe,5.589,0.2831,0.63132,0.04741,0.80148,0.24749,0.81198,
2016,Kosovo,Central and Eastern Europe,5.401,0.27992,0.54,0.06547,0.90145,0.14396,0.66062,
2017,Kosovo,Central and Eastern Europe,5.278999805,0.319931448,0.54145205,0.057471618,0.951484382,0.260287941,1.137853503,
2018,Kosovo,Central and Eastern Europe,5.662,0.274,0.578,0.023,0.855,0.448,1.23,
2019,Kosovo,Central and Eastern Europe,6.1,0.262,0.758,0.006,0.882,0.489,1.232,
2020,Kosovo,Central and Eastern Europe,6.325200081,0.325286865,0.672709167,0.008559024,0.840481341,0.557280421,1.183962822,
2021,Kosovo,Central and Eastern Europe,6.372,0.356,0.483,0.014,0.937,0.593,0.807,
2022,Kosovo,Central and Eastern Europe,6.455,0.309,0.569,0.035,1.362,0.599,0.949,
2015,Kuwait,Middle East and North Africa,6.295,0.16228,0.72492,0.25609,1.55422,0.55499,1.16594,27.06
2016,Kuwait,Middle East and North Africa,6.239,0.15965,0.63569,0.23669,1.61714,0.43166,0.87758,27.01
2017,Kuwait,Middle East and North Africa,6.105000019,0.228289798,0.632105708,0.21515955,1.632952452,0.496337593,1.259698749,27.0
2018,Kuwait,Middle East and North Africa,6.083,0.167,0.675,0.106,1.474,0.554,1.301,27.47
2019,Kuwait,Middle East and North Africa,6.021,0.142,0.808,0.097,1.5,0.493,1.319,27.01
2020,Kuwait,Middle East and North Africa,6.102099895,0.132751092,0.776468933,0.112814933,1.424833655,0.570261419,1.244779825,26.9
2021,Kuwait,Middle East and North Africa,6.106,0.12,0.58,0.13,1.461,0.591,0.857,27.89
2022,Kuwait,Middle East and North Africa,6.106,0.087,0.747,0.147,1.904,0.617,0.983,27.58
2015,Kyrgyzstan,Commonwealth of Independent States,5.286,0.3003,0.65088,0.04232,0.47428,0.43477,1.15115,
2016,Kyrgyzstan,Commonwealth of Independent States,5.185,0.38432,0.55449,0.04762,0.56044,0.40212,0.95434,
2017,Kyrgyzstan,Commonwealth of Independent States,5.004000187,0.428580374,0.553457797,0.039439179,0.596220076,0.454943389,1.394238591,
2018,Kyrgyzstan,Commonwealth of Independent States,5.131,0.281,0.594,0.035,0.53,0.54,1.416,
2019,Kyrgyzstan,Commonwealth of Independent States,5.261,0.3,0.723,0.023,0.551,0.508,1.438,
2020,Kyrgyzstan,Commonwealth of Independent States,5.541500092,0.30137074,0.680645883,0.030466691,0.513180971,0.614617765,1.341036677,
2021,Kyrgyzstan,Commonwealth of Independent States,5.744,0.266,0.501,0.02,0.665,0.673,0.971,
2022,Kyrgyzstan,Commonwealth of Independent States,5.828,0.208,0.638,0.025,1.069,0.693,1.109,
2015,Laos,Southeast Asia,4.876,0.42192,0.54909,0.24249,0.59066,0.59591,0.73803,
2016,Laos,Southeast Asia,4.876,0.43079,0.38291,0.22423,0.68042,0.52168,0.5497,
2018,Laos,Southeast Asia,4.623,0.23,0.441,0.174,0.72,0.626,1.034,
2019,Laos,Southeast Asia,4.796,0.266,0.551,0.164,0.764,0.547,1.03,
2020,Laos,Southeast Asia,4.888599873,0.27266711,0.486378282,0.194273964,0.714693844,0.612027287,0.987391889,
2021,Laos,Southeast Asia,5.03,0.268,0.33,0.179,0.808,0.643,0.598,
2022,Laos,Southeast Asia,5.14,0.197,0.479,0.184,1.239,0.679,0.654,
2015,Latvia,Central and Eastern Europe,5.098,0.18226,0.72437,0.06332,1.11312,0.29671,1.09562,7.94
2016,Latvia,Central and Eastern Europe,5.56,0.17445,0.63952,0.0889,1.21788,0.27996,0.95025,7.08
2017,Latvia,Central and Eastern Europe,5.849999905,0.153074786,0.638566971,0.073842727,1.260748625,0.325707912,1.404714942,6.92
2018,Latvia,Central and Eastern Europe,5.933,0.092,0.671,0.066,1.148,0.363,1.454,7.6
2019,Latvia,Central and Eastern Europe,5.94,0.075,0.812,0.064,1.187,0.264,1.465,7.98
2020,Latvia,Central and Eastern Europe,5.949999809,0.075407945,0.777902424,0.090391524,1.14139545,0.329198807,1.414398789,8.56
2021,Latvia,Central and Eastern Europe,6.032,0.082,0.587,0.089,1.285,0.405,1.047,6.82
2022,Latvia,Central and Eastern Europe,6.18,0.075,0.637,0.09,1.732,0.502,1.221,7.4
2015,Lebanon,Middle East and North Africa,4.839,0.21854,0.83947,0.04582,1.02564,0.33916,0.80001,15.53
2016,Lebanon,Middle East and North Africa,5.129,0.23693,0.76171,0.03061,1.12268,0.26228,0.64184,15.98
2017,Lebanon,Middle East and North Africa,5.224999905,0.264450759,0.735081077,0.03751383,1.074987531,0.288515985,1.129624248,15.72
2018,Lebanon,Middle East and North Africa,5.358,0.214,0.785,0.136,0.965,0.503,1.179,16.46
2019,Lebanon,Middle East and North Africa,5.197,0.166,0.815,0.027,0.987,0.216,1.224,15.86
2020,Lebanon,Middle East and North Africa,4.771500111,0.158524141,0.788671136,0.021518147,0.889232516,0.18551667,1.19249332,15.99
2021,Lebanon,Middle East and North Africa,4.584,0.14,0.595,0.026,1.045,0.175,0.868,16.2
2022,Lebanon,Middle East and North Africa,2.955,0.082,0.631,0.034,1.392,0.103,0.498,15.66
2015,Lesotho,Sub-Saharan Africa,4.898,0.16388,0.07612,0.12504,0.37545,0.31767,1.04103,12.97
2017,Lesotho,Sub-Saharan Africa,3.808000088,0.157497272,0.0,0.11909464,0.521021247,0.390661299,1.190095186,12.69
2018,Lesotho,Sub-Saharan Africa,3.808,0.116,0.079,0.112,0.472,0.423,1.215,12.88
2019,Lesotho,Sub-Saharan Africa,3.802,0.107,0.168,0.093,0.489,0.359,1.169,13.54
2020,Lesotho,Sub-Saharan Africa,3.652800083,0.102627642,0.100934811,0.050483823,0.45493874,0.409367532,1.088940024,12.65
2021,Lesotho,Sub-Saharan Africa,3.512,0.103,0.007,0.015,0.451,0.405,0.731,12.28
2022,Lesotho,Sub-Saharan Africa,3.512,0.076,0.0,0.018,0.839,0.419,0.848,12.64
2015,Liberia,Sub-Saharan Africa,4.571,0.24362,0.34201,0.06232,0.0712,0.28531,0.78968,25.64
2016,Liberia,Sub-Saharan Africa,3.622,0.24063,0.23165,0.04852,0.10706,0.25748,0.50353,25.93
2017,Liberia,Sub-Saharan Africa,3.532999992,0.266549885,0.229918197,0.038948249,0.119041793,0.332881182,0.872117937,25.8
2018,Liberia,Sub-Saharan Africa,3.495,0.206,0.267,0.03,0.076,0.419,0.858,25.62
2019,Liberia,Sub-Saharan Africa,3.975,0.233,0.443,0.033,0.073,0.37,0.922,25.44
2020,Liberia,Sub-Saharan Africa,4.557899952,0.226967871,0.392284274,0.051139876,0.174103007,0.405943096,0.920733929,25.73
2021,Liberia,Sub-Saharan Africa,4.625,0.221,0.253,0.057,0.228,0.43,0.58,25.87
2022,Liberia,Sub-Saharan Africa,5.122,0.178,0.309,0.08,0.636,0.405,0.67,25.47
2015,Libya,Middle East and North Africa,5.754,0.18295,0.7038,0.11023,1.13145,0.41668,1.11862,22.57
2016,Libya,Middle East and North Africa,5.615,0.17087,0.52304,0.10339,1.06688,0.40672,0.95076,23.0
2017,Libya,Middle East and North Africa,5.525000095,0.152073666,0.52016902,0.09261021,1.101803064,0.46573323,1.35756433,22.56
2018,Libya,Middle East and North Africa,5.566,0.116,0.553,0.148,0.985,0.496,1.35,23.05
2019,Libya,Middle East and North Africa,5.525,0.133,0.673,0.152,1.044,0.416,1.303,22.65
2020,Libya,Middle East and North Africa,5.488800049,0.142757699,0.615626633,0.172258079,1.021913767,0.451354057,1.196283698,22.63
2021,Libya,Middle East and North Africa,5.41,0.131,0.435,0.174,1.044,0.474,0.821,23.05
2022,Libya,Middle East and North Africa,5.33,0.106,0.606,0.179,1.476,0.477,0.943,22.8
2015,Lithuania,Central and Eastern Europe,5.833,0.02641,0.73128,0.01031,1.14723,0.21342,1.25745,
2016,Lithuania,Central and Eastern Europe,5.813,0.02025,0.64674,0.0182,1.2692,0.18929,1.06411,
2017,Lithuania,Central and Eastern Europe,5.90199995,0.010164657,0.62894994,0.011865643,1.314582348,0.234231785,1.473516107,
2018,Lithuania,Central and Eastern Europe,5.952,0.026,0.716,0.006,1.197,0.35,1.527,
2019,Lithuania,Central and Eastern Europe,6.149,0.043,0.818,0.042,1.238,0.291,1.515,
2020,Lithuania,Central and Eastern Europe,6.215499878,0.053691041,0.795421183,0.081350274,1.193559647,0.42046079,1.432865739,
2021,Lithuania,Central and Eastern Europe,6.255,0.056,0.612,0.073,1.35,0.476,1.065,
2022,Lithuania,Central and Eastern Europe,6.446,0.053,0.659,0.077,1.804,0.496,1.204,
2015,Luxembourg,Western Europe,6.946,0.28034,0.91894,0.37798,1.56391,0.61583,1.21963,10.52
2016,Luxembourg,Western Europe,6.871,0.27571,0.84542,0.35329,1.69752,0.5487,1.03999,10.09
2017,Luxembourg,Western Europe,6.862999916,0.283180982,0.845089495,0.318834424,1.741943598,0.596627891,1.457583666,10.41
2018,Luxembourg,Western Europe,6.91,0.196,0.896,0.321,1.576,0.632,1.52,11.13
2019,Luxembourg,Western Europe,7.09,0.194,1.012,0.316,1.609,0.526,1.479,10.79
2020,Luxembourg,Western Europe,7.237500191,0.19595392,0.986442685,0.367041469,1.536676049,0.610137045,1.387528419,11.29
2021,Luxembourg,Western Europe,7.324,0.166,0.76,0.353,1.751,0.639,1.003,9.77
2022,Luxembourg,Western Europe,7.404,0.12,0.79,0.388,2.209,0.7,1.155,11.43
2015,Madagascar,Sub-Saharan Africa,3.681,0.21333,0.46721,0.08124,0.20824,0.19184,0.66801,22.98
2016,Madagascar,Sub-Saharan Africa,3.695,0.2204,0.37109,0.07506,0.27954,0.13684,0.46115,22.82
2017,Madagascar,Sub-Saharan Africa,3.644000053,0.20873253,0.375223309,0.067231975,0.305808693,0.189196765,0.913020372,23.07
2018,Madagascar,Sub-Saharan Africa,3.774,0.155,0.402,0.049,0.262,0.221,0.908,22.9
2019,Madagascar,Sub-Saharan Africa,3.933,0.169,0.555,0.041,0.274,0.148,0.916,23.13
2020,Madagascar,Sub-Saharan Africa,4.165599823,0.191190064,0.500617027,0.076248638,0.244553208,0.192967549,0.823694348,22.89
2021,Madagascar,Sub-Saharan Africa,4.208,0.185,0.341,0.087,0.266,0.207,0.503,22.87
2022,Madagascar,Sub-Saharan Africa,4.339,0.143,0.378,0.154,0.67,0.202,0.645,22.7
2015,Malawi,Sub-Saharan Africa,4.292,0.33128,0.22562,0.06977,0.01604,0.43054,0.41134,22.91
2016,Malawi,Sub-Saharan Africa,4.156,0.30968,0.29364,0.07564,0.08709,0.4143,0.147,22.85
2017,Malawi,Sub-Saharan Africa,3.970000029,0.28717047,0.315089583,0.072711654,0.233442038,0.466914654,0.512568831,22.66
2018,Malawi,Sub-Saharan Africa,3.587,0.21,0.306,0.08,0.186,0.531,0.541,22.63
2019,Malawi,Sub-Saharan Africa,3.41,0.218,0.495,0.089,0.191,0.443,0.56,22.89
2020,Malawi,Sub-Saharan Africa,3.538000107,0.213185057,0.446163297,0.131633952,0.176534727,0.487389833,0.53036809,22.81
2021,Malawi,Sub-Saharan Africa,3.6,0.213,0.298,0.134,0.113,0.484,0.168,22.8
2022,Malawi,Sub-Saharan Africa,3.75,0.14,0.388,0.157,0.648,0.477,0.279,22.55
2015,Malaysia,Southeast Asia,5.77,0.33075,0.72394,0.10501,1.12486,0.53024,1.07023,26.64
2016,Malaysia,Southeast Asia,6.005,0.41474,0.62366,0.09081,1.25142,0.39031,0.88025,26.93
2017,Malaysia,Southeast Asia,6.084000111,0.41660893,0.618784428,0.065600708,1.29121542,0.402264982,1.284646034,26.49
2018,Malaysia,Southeast Asia,6.322,0.311,0.669,0.059,1.161,0.356,1.258,26.53
2019,Malaysia,Southeast Asia,5.339,0.26,0.828,0.024,1.221,0.508,1.171,26.8
2020,Malaysia,Southeast Asia,5.384300232,0.274886161,0.788511872,0.062163133,1.168421626,0.596941531,1.17400229,26.68
2021,Malaysia,Southeast Asia,5.384,0.27,0.587,0.064,1.259,0.624,0.797,26.47
2022,Malaysia,Southeast Asia,5.711,0.213,0.62,0.126,1.689,0.654,0.938,26.35
2020,Maldives,South Asia,5.197599888,0.224198252,0.914439559,0.071906492,0.937864304,0.548203647,1.402287602,28.29
2021,Maldives,South Asia,5.198,0.204,0.697,0.073,1.115,0.575,1.015,28.14
2015,Mali,Sub-Saharan Africa,3.995,0.18798,0.20583,0.12352,0.26074,0.38857,1.03526,29.25
2016,Mali,Sub-Saharan Africa,4.073,0.21064,0.16347,0.13647,0.31292,0.27544,0.86333,29.51
2017,Mali,Sub-Saharan Africa,4.190000057,0.183354199,0.169365674,0.104970247,0.476180494,0.306613743,1.281473398,29.38
2018,Mali,Sub-Saharan Africa,4.447,0.139,0.152,0.056,0.37,0.367,1.233,29.33
2019,Mali,Sub-Saharan Africa,4.39,0.153,0.308,0.052,0.385,0.327,1.105,29.1
2020,Mali,Sub-Saharan Africa,4.729300022,0.16966705,0.234981522,0.062146276,0.352462649,0.377534449,0.97314173,29.4
2021,Mali,Sub-Saharan Africa,4.723,0.164,0.11,0.072,0.387,0.384,0.59,29.78
2022,Mali,Sub-Saharan Africa,4.479,0.128,0.311,0.042,0.792,0.35,0.483,29.19
2015,Malta,Western Europe,6.302,0.51752,0.88721,0.13586,1.2074,0.60365,1.30203,20.01
2016,Malta,Western Europe,6.488,0.56237,0.80315,0.17554,1.30782,0.54994,1.09879,20.19
2017,Malta,Western Europe,6.52699995,0.574730575,0.821944237,0.153066069,1.343279839,0.588767052,1.488411665,19.74
2018,Malta,Western Europe,6.627,0.376,0.884,0.142,1.27,0.645,1.525,20.02
2019,Malta,Western Europe,6.726,0.375,0.999,0.151,1.3,0.564,1.52,19.87
2020,Malta,Western Europe,6.772799969,0.341180831,0.972042024,0.178864077,1.252513289,0.633239031,1.442956924,19.99
2021,Malta,Western Europe,6.602,0.275,0.747,0.183,1.411,0.664,1.055,20.22
2022,Malta,Western Europe,6.447,0.174,0.789,0.166,1.838,0.679,1.169,20.26
2015,Mauritania,Sub-Saharan Africa,4.436,0.219,0.35874,0.17461,0.45407,0.24232,0.86908,29.05
2016,Mauritania,Sub-Saharan Africa,4.201,0.22686,0.28639,0.17955,0.61391,0.1268,0.84142,29.12
2017,Mauritania,Sub-Saharan Africa,4.291999817,0.201870024,0.28534928,0.136957005,0.648457289,0.096098043,1.27203083,29.1
2018,Mauritania,Sub-Saharan Africa,4.356,0.134,0.292,0.093,0.557,0.129,1.245,28.61
2019,Mauritania,Sub-Saharan Africa,4.49,0.106,0.489,0.088,0.57,0.066,1.167,28.67
2020,Mauritania,Sub-Saharan Africa,4.374599934,0.128899664,0.425184816,0.122257635,0.539684892,0.185714483,1.113323569,29.11
2021,Mauritania,Sub-Saharan Africa,4.227,0.119,0.273,0.133,0.666,0.218,0.749,29.3
2022,Mauritania,Sub-Saharan Africa,4.153,0.088,0.45,0.138,1.1,0.304,0.865,28.9
2015,Mauritius,Sub-Saharan Africa,5.477,0.37744,0.7095,0.07521,1.00761,0.56066,0.98521,23.88
2016,Mauritius,Sub-Saharan Africa,5.648,0.36951,0.66189,0.05203,1.14372,0.46145,0.75695,23.65
2017,Mauritius,Sub-Saharan Africa,5.629000187,0.360933751,0.638007462,0.042181555,1.189395547,0.491247326,1.20956099,24.05
2018,Mauritius,Sub-Saharan Africa,5.891,0.245,0.684,0.05,1.09,0.584,1.387,23.83
2019,Mauritius,Sub-Saharan Africa,5.888,0.215,0.798,0.06,1.12,0.498,1.402,24.15
2020,Mauritius,Sub-Saharan Africa,6.101299763,0.186894551,0.763389409,0.084088229,1.07366395,0.590838134,1.395666838,23.59
2021,Mauritius,Sub-Saharan Africa,6.049,0.153,0.574,0.096,1.178,0.59,0.996,23.7
2022,Mauritius,Sub-Saharan Africa,6.071,0.131,0.568,0.107,1.591,0.589,1.116,23.27
2015,Mexico,Latin America and Caribbean,7.187,0.14074,0.81444,0.21312,1.02054,0.48181,0.91451,21.54
2016,Mexico,Latin America and Caribbean,6.778,0.11735,0.71143,0.18355,1.11508,0.37709,0.7146,21.75
2017,Mexico,Latin America and Caribbean,6.578000069,0.120990433,0.709978998,0.132774115,1.153183818,0.412730008,1.21086216,22.03
2018,Mexico,Latin America and Caribbean,6.488,0.069,0.761,0.095,1.038,0.479,1.252,21.66
2019,Mexico,Latin America and Caribbean,6.595,0.074,0.861,0.073,1.07,0.433,1.323,21.88
2020,Mexico,Latin America and Caribbean,6.465000153,0.083094485,0.831601024,0.083133668,1.024387479,0.553892553,1.226333499,22.08
2021,Mexico,Latin America and Caribbean,6.317,0.092,0.634,0.089,1.126,0.585,0.83,21.85
2022,Mexico,Latin America and Caribbean,6.128,0.092,0.623,0.115,1.552,0.621,0.886,21.7
2015,Moldova,Central and Eastern Europe,5.889,0.20951,0.61826,0.01615,0.59448,0.32818,1.01528,11.94
2016,Moldova,Central and Eastern Europe,5.897,0.19997,0.52309,0.01903,0.69177,0.25202,0.83132,11.42
2017,Moldova,Central and Eastern Europe,5.837999821,0.208779126,0.589465201,0.010091286,0.72887063,0.240729049,1.251825571,11.4
2018,Moldova,Central and Eastern Europe,5.64,0.171,0.62,0.0,0.657,0.232,1.301,11.52
2019,Moldova,Central and Eastern Europe,5.529,0.181,0.739,0.0,0.685,0.245,1.328,12.39
2020,Moldova,Central and Eastern Europe,5.607500076,0.174049184,0.713299453,0.014378744,0.707916796,0.389571488,1.237312198,12.43
2021,Moldova,Central and Eastern Europe,5.766,0.137,0.542,0.013,0.985,0.536,0.888,10.95
2022,Moldova,Central and Eastern Europe,5.857,0.102,0.597,0.028,1.417,0.561,1.008,11.9
2015,Mongolia,East Asia,4.874,0.3323,0.60268,0.02666,0.82819,0.43626,1.3006,1.98
2016,Mongolia,East Asia,4.907,0.34539,0.55469,0.03285,0.98853,0.35972,1.08983,1.02
2017,Mongolia,East Asia,4.954999924,0.33846423,0.557783484,0.032902289,1.027235866,0.394143969,1.493011236,2.17
2018,Mongolia,East Asia,5.125,0.253,0.575,0.032,0.914,0.395,1.517,1.47
2019,Mongolia,East Asia,5.285,0.235,0.667,0.038,0.948,0.317,1.531,1.64
2020,Mongolia,East Asia,5.456200123,0.263885736,0.615788162,0.046533126,0.904872775,0.355703115,1.458930612,1.54
2021,Mongolia,East Asia,5.677,0.263,0.442,0.053,0.966,0.397,1.065,2.08
2022,Mongolia,East Asia,5.761,0.247,0.467,0.059,1.393,0.398,1.197,1.31
2015,Montenegro,Central and Eastern Europe,5.192,0.1614,0.72521,0.14296,0.97438,0.1826,0.90557,10.65
2016,Montenegro,Central and Eastern Europe,5.161,0.17191,0.63533,0.12721,1.07838,0.15111,0.74173,10.34
2017,Montenegro,Central and Eastern Europe,5.236999989,0.197911024,0.667464674,0.088174194,1.121129036,0.194989055,1.238376498,10.4
2018,Montenegro,Central and Eastern Europe,5.347,0.111,0.729,0.081,1.017,0.259,1.279,11.1
2019,Montenegro,Central and Eastern Europe,5.523,0.142,0.871,0.08,1.051,0.197,1.361,11.13
2020,Montenegro,Central and Eastern Europe,5.54610014,0.14901033,0.839028895,0.098435111,1.010150075,0.303223848,1.265657902,10.63
2021,Montenegro,Central and Eastern Europe,5.581,0.166,0.637,0.081,1.155,0.397,0.891,10.25
2022,Montenegro,Central and Eastern Europe,5.547,0.135,0.659,0.077,1.573,0.46,1.023,11.0
2015,Morocco,Middle East and North Africa,5.013,0.07172,0.60954,0.08546,0.73479,0.41691,0.64095,
2016,Morocco,Middle East and North Africa,5.151,0.04053,0.59471,0.08404,0.84058,0.25646,0.38595,
2017,Morocco,Middle East and North Africa,5.235000134,0.032209955,0.597710669,0.087763183,0.878114581,0.408158332,0.774864435,
2018,Morocco,Middle East and North Africa,5.254,0.026,0.669,0.074,0.779,0.46,0.797,
2019,Morocco,Middle East and North Africa,5.208,0.036,0.782,0.076,0.801,0.418,0.782,
2020,Morocco,Middle East and North Africa,5.094799995,0.040032551,0.745096922,0.077385604,0.75862211,0.450054139,0.645208478,
2021,Morocco,Middle East and North Africa,4.918,0.034,0.558,0.088,0.792,0.477,0.219,
2022,Morocco,Middle East and North Africa,5.06,0.02,0.565,0.102,1.208,0.492,0.268,
2015,Mozambique,Sub-Saharan Africa,4.971,0.22269,0.09131,0.15603,0.08308,0.34037,1.02626,24.78
2017,Mozambique,Sub-Saharan Africa,4.550000191,0.322228104,0.106654435,0.179436386,0.23430565,0.480791092,0.870701015,24.44
2018,Mozambique,Sub-Saharan Africa,4.417,0.206,0.173,0.158,0.198,0.531,0.902,24.56
2019,Mozambique,Sub-Saharan Africa,4.466,0.197,0.39,0.138,0.204,0.494,0.986,24.81
2020,Mozambique,Sub-Saharan Africa,4.623600006,0.220422104,0.324223638,0.163064316,0.178741366,0.56077534,0.955202878,24.61
2021,Mozambique,Sub-Saharan Africa,4.794,0.228,0.196,0.163,0.183,0.608,0.634,24.53
2022,Mozambique,Sub-Saharan Africa,5.048,0.185,0.191,0.2,0.578,0.593,0.66,24.42
2015,Myanmar,Southeast Asia,4.307,0.79588,0.48246,0.19034,0.27108,0.44017,0.70905,23.93
2016,Myanmar,Southeast Asia,4.395,0.81971,0.3988,0.20243,0.34112,0.42692,0.69981,24.13
