year,country,region,happiness_score,healthy_life_expectancy,social_support,generosity,gdp_per_capita,perceptions_of_corruption,freedom_to_make_life_choices,temperature,fertility_rate
2021,Ivory Coast,Sub-Saharan Africa,5.306,0.052,0.409,0.177,0.669,0.092,0.438,27.37,4.342
2022,Ivory Coast,Sub-Saharan Africa,5.235,0.322,0.442,0.149,1.094,0.124,0.451,26.84,4.342
2015,Jamaica,Latin America and Caribbean,5.709,0.68741,1.15102,0.2123,0.81038,0.02299,0.50442,26.52,1.34
2016,Jamaica,Latin America and Caribbean,5.51,0.59469,0.96372,0.22245,0.89333,0.04294,0.43597,26.26,1.34
2017,Jamaica,Latin America and Caribbean,5.31099987,0.641022384,1.368218064,0.233818337,0.925579309,0.055267781,0.474307239,26.14,1.34
2018,Jamaica,Latin America and Caribbean,5.89,0.693,1.493,0.096,0.819,0.031,0.575,26.1,1.34
2019,Jamaica,Latin America and Caribbean,5.89,0.831,1.478,0.107,0.831,0.028,0.49,26.3,1.34
2020,Jamaica,Latin America and Caribbean,5.889800072,0.788434088,1.408289194,0.116268493,0.779058397,0.030147785,0.553124607,26.32,1.34
2021,Jamaica,Latin America and Caribbean,6.309,0.599,0.932,0.099,0.891,0.035,0.618,26.07,1.34
2022,Jamaica,Latin America and Caribbean,5.85,0.646,1.045,0.08,1.296,0.053,0.567,26.02,1.34
2015,Japan,East Asia,5.987,0.99111,1.25712,0.10705,1.27074,0.1806,0.49615,12.18,1.26
2016,Japan,East Asia,5.921,0.91491,1.06054,0.10224,1.38007,0.18985,0.46761,12.24,1.26
2017,Japan,East Asia,5.920000076,0.913475871,1.436337829,0.120572768,1.416915178,0.163760737,0.505625546,11.66,1.26
2018,Japan,East Asia,5.915,0.988,1.462,0.079,1.294,0.15,0.553,12.23,1.26
2019,Japan,East Asia,5.886,1.088,1.419,0.069,1.327,0.14,0.445,12.4,1.26
2020,Japan,East Asia,5.870800018,1.072881341,1.332338691,0.03571178,1.26672411,0.181439638,0.495465875,12.41,1.26
2021,Japan,East Asia,5.94,0.838,0.949,0.02,1.389,0.192,0.504,12.45,1.26
2022,Japan,East Asia,6.039,0.866,1.089,0.007,1.835,0.218,0.537,12.42,1.26
2015,Jordan,Middle East and North Africa,5.192,0.69639,1.05392,0.11053,0.90198,0.14293,0.40661,19.83,2.786
2016,Jordan,Middle East and North Africa,5.303,0.60712,0.86216,0.14262,0.99673,0.13297,0.36023,20.09,2.786
2017,Jordan,Middle East and North Africa,5.335999966,0.604590058,1.239088893,0.17217046,0.991012394,0.119803272,0.418421149,19.83,2.786
2018,Jordan,Middle East and North Africa,5.161,0.645,1.265,0.13,0.822,0.134,0.468,20.44,2.786
2019,Jordan,Middle East and North Africa,4.906,0.815,1.225,0.11,0.837,0.13,0.383,19.89,2.786
2020,Jordan,Middle East and North Africa,4.633399963,0.777624726,1.140118599,0.091494769,0.785179198,0.151878625,0.424855083,19.92,2.786
2021,Jordan,Middle East and North Africa,4.395,0.583,0.685,0.079,0.89,0.15,0.455,20.36,2.786
2022,Jordan,Middle East and North Africa,4.152,0.675,0.724,0.058,1.324,0.2,0.476,19.77,2.786
2015,Kazakhstan,Commonwealth of Independent States,5.855,0.64368,1.12241,0.11827,1.12254,0.08454,0.51649,7.87,3.05
2016,Kazakhstan,Commonwealth of Independent States,5.919,0.57386,0.95544,0.15011,1.22943,0.11132,0.4052,7.77,3.05
2017,Kazakhstan,Commonwealth of Independent States,5.818999767,0.606041551,1.384369016,0.201964423,1.28455627,0.119282886,0.437454283,7.59,3.05
2018,Kazakhstan,Commonwealth of Independent States,5.79,0.631,1.516,0.148,1.143,0.121,0.454,6.49,3.05
2019,Kazakhstan,Commonwealth of Independent States,5.809,0.729,1.508,0.146,1.173,0.096,0.41,7.83,3.05
2020,Kazakhstan,Commonwealth of Independent States,6.057899952,0.698788941,1.453267694,0.153713793,1.122594237,0.110463686,0.497432142,8.31,3.05
2021,Kazakhstan,Commonwealth of Independent States,6.152,0.527,1.103,0.143,1.23,0.132,0.573,7.83,3.05
2022,Kazakhstan,Commonwealth of Independent States,6.234,0.611,1.22,0.134,1.668,0.157,0.584,8.06,3.05
2015,Kenya,Sub-Saharan Africa,4.419,0.41435,0.99876,0.37542,0.36471,0.05839,0.42215,25.21,3.296
2016,Kenya,Sub-Saharan Africa,4.356,0.30147,0.7624,0.41328,0.52267,0.06686,0.40576,25.56,3.296
2017,Kenya,Sub-Saharan Africa,4.552999973,0.30998835,1.067950726,0.444860309,0.560479462,0.064641319,0.452763766,25.36,3.296
2018,Kenya,Sub-Saharan Africa,4.41,0.454,1.048,0.352,0.493,0.055,0.504,25.01,3.296
2019,Kenya,Sub-Saharan Africa,4.509,0.581,0.983,0.372,0.512,0.053,0.431,25.45,3.296
2020,Kenya,Sub-Saharan Africa,4.583000183,0.536312759,0.905077755,0.393902093,0.476413399,0.067201078,0.519180536,25.42,3.296
2021,Kenya,Sub-Saharan Africa,4.607,0.385,0.508,0.375,0.603,0.073,0.483,25.25,3.296
2022,Kenya,Sub-Saharan Africa,4.543,0.401,0.605,0.322,1.032,0.082,0.44,25.22,3.296
2015,Kosovo,Central and Eastern Europe,5.589,0.63132,0.81198,0.2831,0.80148,0.04741,0.24749,-1.0,1.51
2016,Kosovo,Central and Eastern Europe,5.401,0.54,0.66062,0.27992,0.90145,0.06547,0.14396,-1.0,1.51
2017,Kosovo,Central and Eastern Europe,5.278999805,0.54145205,1.137853503,0.319931448,0.951484382,0.057471618,0.260287941,-1.0,1.51
2018,Kosovo,Central and Eastern Europe,5.662,0.578,1.23,0.274,0.855,0.023,0.448,-1.0,1.51
2019,Kosovo,Central and Eastern Europe,6.1,0.758,1.232,0.262,0.882,0.006,0.489,-1.0,1.51
2020,Kosovo,Central and Eastern Europe,6.325200081,0.672709167,1.183962822,0.325286865,0.840481341,0.008559024,0.557280421,-1.0,1.51
2021,Kosovo,Central and Eastern Europe,6.372,0.483,0.807,0.356,0.937,0.014,0.593,-1.0,1.51
2022,Kosovo,Central and Eastern Europe,6.455,0.569,0.949,0.309,1.362,0.035,0.599,-1.0,1.51
2015,Kuwait,Middle East and North Africa,6.295,0.72492,1.16594,0.16228,1.55422,0.25609,0.55499,27.06,2.092
2016,Kuwait,Middle East and North Africa,6.239,0.63569,0.87758,0.15965,1.61714,0.23669,0.43166,27.01,2.092
2017,Kuwait,Middle East and North Africa,6.105000019,0.632105708,1.259698749,0.228289798,1.632952452,0.21515955,0.496337593,27.0,2.092
2018,Kuwait,Middle East and North Africa,6.083,0.675,1.301,0.167,1.474,0.106,0.554,27.47,2.092
2019,Kuwait,Middle East and North Africa,6.021,0.808,1.319,0.142,1.5,0.097,0.493,27.01,2.092
2020,Kuwait,Middle East and North Africa,6.102099895,0.776468933,1.244779825,0.132751092,1.424833655,0.112814933,0.570261419,26.9,2.092
2021,Kuwait,Middle East and North Africa,6.106,0.58,0.857,0.12,1.461,0.13,0.591,27.89,2.092
2022,Kuwait,Middle East and North Africa,6.106,0.747,0.983,0.087,1.904,0.147,0.617,27.58,2.092
2015,Kyrgyzstan,Commonwealth of Independent States,5.286,0.65088,1.15115,0.3003,0.47428,0.04232,0.43477,3.36,2.8
2016,Kyrgyzstan,Commonwealth of Independent States,5.185,0.55449,0.95434,0.38432,0.56044,0.04762,0.40212,3.4,2.8
2017,Kyrgyzstan,Commonwealth of Independent States,5.004000187,0.553457797,1.394238591,0.428580374,0.596220076,0.039439179,0.454943389,2.8,2.8
2018,Kyrgyzstan,Commonwealth of Independent States,5.131,0.594,1.416,0.281,0.53,0.035,0.54,2.75,2.8
2019,Kyrgyzstan,Commonwealth of Independent States,5.261,0.723,1.438,0.3,0.551,0.023,0.508,3.36,2.8
2020,Kyrgyzstan,Commonwealth of Independent States,5.541500092,0.680645883,1.341036677,0.30137074,0.513180971,0.030466691,0.614617765,2.75,2.8
2021,Kyrgyzstan,Commonwealth of Independent States,5.744,0.501,0.971,0.266,0.665,0.02,0.673,3.36,2.8
2022,Kyrgyzstan,Commonwealth of Independent States,5.828,0.638,1.109,0.208,1.069,0.025,0.693,3.93,2.8
2015,Latvia,Central and Eastern Europe,5.098,0.72437,1.09562,0.18226,1.11312,0.06332,0.29671,7.94,1.47
2016,Latvia,Central and Eastern Europe,5.56,0.63952,0.95025,0.17445,1.21788,0.0889,0.27996,7.08,1.47
2017,Latvia,Central and Eastern Europe,5.849999905,0.638566971,1.404714942,0.153074786,1.260748625,0.073842727,0.325707912,6.92,1.47
2018,Latvia,Central and Eastern Europe,5.933,0.671,1.454,0.092,1.148,0.066,0.363,7.6,1.47
2019,Latvia,Central and Eastern Europe,5.94,0.812,1.465,0.075,1.187,0.064,0.264,7.98,1.47
2020,Latvia,Central and Eastern Europe,5.949999809,0.777902424,1.414398789,0.075407945,1.14139545,0.090391524,0.329198807,8.56,1.47
2021,Latvia,Central and Eastern Europe,6.032,0.587,1.047,0.082,1.285,0.089,0.405,6.82,1.47
2022,Latvia,Central and Eastern Europe,6.18,0.637,1.221,0.075,1.732,0.09,0.502,7.4,1.47
2015,Lebanon,Middle East and North Africa,4.839,0.83947,0.80001,0.21854,1.02564,0.04582,0.33916,15.53,2.08
2016,Lebanon,Middle East and North Africa,5.129,0.76171,0.64184,0.23693,1.12268,0.03061,0.26228,15.98,2.08
2017,Lebanon,Middle East and North Africa,5.224999905,0.735081077,1.129624248,0.264450759,1.074987531,0.03751383,0.288515985,15.72,2.08
2018,Lebanon,Middle East and North Africa,5.358,0.785,1.179,0.214,0.965,0.136,0.503,16.46,2.08
2019,Lebanon,Middle East and North Africa,5.197,0.815,1.224,0.166,0.987,0.027,0.216,15.86,2.08
2020,Lebanon,Middle East and North Africa,4.771500111,0.788671136,1.19249332,0.158524141,0.889232516,0.021518147,0.18551667,15.99,2.08
2021,Lebanon,Middle East and North Africa,4.584,0.595,0.868,0.14,1.045,0.026,0.175,16.2,2.08
2022,Lebanon,Middle East and North Africa,2.955,0.631,0.498,0.082,1.392,0.034,0.103,15.66,2.08
2015,Liberia,Sub-Saharan Africa,4.571,0.34201,0.78968,0.24362,0.0712,0.06232,0.28531,25.64,4.016
2016,Liberia,Sub-Saharan Africa,3.622,0.23165,0.50353,0.24063,0.10706,0.04852,0.25748,25.93,4.016
2017,Liberia,Sub-Saharan Africa,3.532999992,0.229918197,0.872117937,0.266549885,0.119041793,0.038948249,0.332881182,25.8,4.016
2018,Liberia,Sub-Saharan Africa,3.495,0.267,0.858,0.206,0.076,0.03,0.419,25.62,4.016
2019,Liberia,Sub-Saharan Africa,3.975,0.443,0.922,0.233,0.073,0.033,0.37,25.44,4.016
2020,Liberia,Sub-Saharan Africa,4.557899952,0.392284274,0.920733929,0.226967871,0.174103007,0.051139876,0.405943096,25.73,4.016
2021,Liberia,Sub-Saharan Africa,4.625,0.253,0.58,0.221,0.228,0.057,0.43,25.87,4.016
2022,Liberia,Sub-Saharan Africa,5.122,0.309,0.67,0.178,0.636,0.08,0.405,25.47,4.016
2015,Libya,Middle East and North Africa,5.754,0.7038,1.11862,0.18295,1.13145,0.11023,0.41668,22.57,2.402
2016,Libya,Middle East and North Africa,5.615,0.52304,0.95076,0.17087,1.06688,0.10339,0.40672,23.0,2.402
2017,Libya,Middle East and North Africa,5.525000095,0.52016902,1.35756433,0.152073666,1.101803064,0.09261021,0.46573323,22.56,2.402
2018,Libya,Middle East and North Africa,5.566,0.553,1.35,0.116,0.985,0.148,0.496,23.05,2.402
2019,Libya,Middle East and North Africa,5.525,0.673,1.303,0.133,1.044,0.152,0.416,22.65,2.402
2020,Libya,Middle East and North Africa,5.488800049,0.615626633,1.196283698,0.142757699,1.021913767,0.172258079,0.451354057,22.63,2.402
2021,Libya,Middle East and North Africa,5.41,0.435,0.821,0.131,1.044,0.174,0.474,23.05,2.402
2022,Libya,Middle East and North Africa,5.33,0.606,0.943,0.106,1.476,0.179,0.477,22.8,2.402
2015,Lithuania,Central and Eastern Europe,5.833,0.73128,1.25745,0.02641,1.14723,0.01031,0.21342,-1.0,1.27
2016,Lithuania,Central and Eastern Europe,5.813,0.64674,1.06411,0.02025,1.2692,0.0182,0.18929,-1.0,1.27
2017,Lithuania,Central and Eastern Europe,5.90199995,0.62894994,1.473516107,0.010164657,1.314582348,0.011865643,0.234231785,-1.0,1.27
2018,Lithuania,Central and Eastern Europe,5.952,0.716,1.527,0.026,1.197,0.006,0.35,-1.0,1.27
2019,Lithuania,Central and Eastern Europe,6.149,0.818,1.515,0.043,1.238,0.042,0.291,-1.0,1.27
2020,Lithuania,Central and Eastern Europe,6.215499878,0.795421183,1.432865739,0.053691041,1.193559647,0.081350274,0.42046079,-1.0,1.27
2021,Lithuania,Central and Eastern Europe,6.255,0.612,1.065,0.056,1.35,0.073,0.476,-1.0,1.27
2022,Lithuania,Central and Eastern Europe,6.446,0.659,1.204,0.053,1.804,0.077,0.496,-1.0,1.27
2015,Luxembourg,Western Europe,6.946,0.91894,1.21963,0.28034,1.56391,0.37798,0.61583,10.52,1.31
2016,Luxembourg,Western Europe,6.871,0.84542,1.03999,0.27571,1.69752,0.35329,0.5487,10.09,1.31
2017,Luxembourg,Western Europe,6.862999916,0.845089495,1.457583666,0.283180982,1.741943598,0.318834424,0.596627891,10.41,1.31
2018,Luxembourg,Western Europe,6.91,0.896,1.52,0.196,1.576,0.321,0.632,11.13,1.31
2019,Luxembourg,Western Europe,7.09,1.012,1.479,0.194,1.609,0.316,0.526,10.79,1.31
2020,Luxembourg,Western Europe,7.237500191,0.986442685,1.387528419,0.19595392,1.536676049,0.367041469,0.610137045,11.29,1.31
2021,Luxembourg,Western Europe,7.324,0.76,1.003,0.166,1.751,0.353,0.639,9.77,1.31
2022,Luxembourg,Western Europe,7.404,0.79,1.155,0.12,2.209,0.388,0.7,11.43,1.31
2015,Madagascar,Sub-Saharan Africa,3.681,0.46721,0.66801,0.21333,0.20824,0.08124,0.19184,22.98,3.791
2016,Madagascar,Sub-Saharan Africa,3.695,0.37109,0.46115,0.2204,0.27954,0.07506,0.13684,22.82,3.791
2017,Madagascar,Sub-Saharan Africa,3.644000053,0.375223309,0.913020372,0.20873253,0.305808693,0.067231975,0.189196765,23.07,3.791
2018,Madagascar,Sub-Saharan Africa,3.774,0.402,0.908,0.155,0.262,0.049,0.221,22.9,3.791
2019,Madagascar,Sub-Saharan Africa,3.933,0.555,0.916,0.169,0.274,0.041,0.148,23.13,3.791
2020,Madagascar,Sub-Saharan Africa,4.165599823,0.500617027,0.823694348,0.191190064,0.244553208,0.076248638,0.192967549,22.89,3.791
2021,Madagascar,Sub-Saharan Africa,4.208,0.341,0.503,0.185,0.266,0.087,0.207,22.87,3.791
2022,Madagascar,Sub-Saharan Africa,4.339,0.378,0.645,0.143,0.67,0.154,0.202,22.7,3.791
2015,Malawi,Sub-Saharan Africa,4.292,0.22562,0.41134,0.33128,0.01604,0.06977,0.43054,22.91,3.849
2016,Malawi,Sub-Saharan Africa,4.156,0.29364,0.147,0.30968,0.08709,0.07564,0.4143,22.85,3.849
2017,Malawi,Sub-Saharan Africa,3.970000029,0.315089583,0.512568831,0.28717047,0.233442038,0.072711654,0.466914654,22.66,3.849
2018,Malawi,Sub-Saharan Africa,3.587,0.306,0.541,0.21,0.186,0.08,0.531,22.63,3.849
2019,Malawi,Sub-Saharan Africa,3.41,0.495,0.56,0.218,0.191,0.089,0.443,22.89,3.849
2020,Malawi,Sub-Saharan Africa,3.538000107,0.446163297,0.53036809,0.213185057,0.176534727,0.131633952,0.487389833,22.81,3.849
2021,Malawi,Sub-Saharan Africa,3.6,0.298,0.168,0.213,0.113,0.134,0.484,22.8,3.849
2022,Malawi,Sub-Saharan Africa,3.75,0.388,0.279,0.14,0.648,0.157,0.477,22.55,3.849
2015,Malaysia,Southeast Asia,5.77,0.72394,1.07023,0.33075,1.12486,0.10501,0.53024,26.64,1.787
2016,Malaysia,Southeast Asia,6.005,0.62366,0.88025,0.41474,1.25142,0.09081,0.39031,26.93,1.787
2017,Malaysia,Southeast Asia,6.084000111,0.618784428,1.284646034,0.41660893,1.29121542,0.065600708,0.402264982,26.49,1.787
2018,Malaysia,Southeast Asia,6.322,0.669,1.258,0.311,1.161,0.059,0.356,26.53,1.787
2019,Malaysia,Southeast Asia,5.339,0.828,1.171,0.26,1.221,0.024,0.508,26.8,1.787
2020,Malaysia,Southeast Asia,5.384300232,0.788511872,1.17400229,0.274886161,1.168421626,0.062163133,0.596941531,26.68,1.787
2021,Malaysia,Southeast Asia,5.384,0.587,0.797,0.27,1.259,0.064,0.624,26.47,1.787
2022,Malaysia,Southeast Asia,5.711,0.62,0.938,0.213,1.689,0.126,0.654,26.35,1.787
2015,Mali,Sub-Saharan Africa,3.995,0.20583,1.03526,0.18798,0.26074,0.12352,0.38857,29.25,5.867
2016,Mali,Sub-Saharan Africa,4.073,0.16347,0.86333,0.21064,0.31292,0.13647,0.27544,29.51,5.867
2017,Mali,Sub-Saharan Africa,4.190000057,0.169365674,1.281473398,0.183354199,0.476180494,0.104970247,0.306613743,29.38,5.867
2018,Mali,Sub-Saharan Africa,4.447,0.152,1.233,0.139,0.37,0.056,0.367,29.33,5.867
2019,Mali,Sub-Saharan Africa,4.39,0.308,1.105,0.153,0.385,0.052,0.327,29.1,5.867
2020,Mali,Sub-Saharan Africa,4.729300022,0.234981522,0.97314173,0.16966705,0.352462649,0.062146276,0.377534449,29.4,5.867
2021,Mali,Sub-Saharan Africa,4.723,0.11,0.59,0.164,0.387,0.072,0.384,29.78,5.867
2022,Mali,Sub-Saharan Africa,4.479,0.311,0.483,0.128,0.792,0.042,0.35,29.19,5.867
2015,Malta,Western Europe,6.302,0.88721,1.30203,0.51752,1.2074,0.13586,0.60365,20.01,1.15
2016,Malta,Western Europe,6.488,0.80315,1.09879,0.56237,1.30782,0.17554,0.54994,20.19,1.15
2017,Malta,Western Europe,6.52699995,0.821944237,1.488411665,0.574730575,1.343279839,0.153066069,0.588767052,19.74,1.15
2018,Malta,Western Europe,6.627,0.884,1.525,0.376,1.27,0.142,0.645,20.02,1.15
2019,Malta,Western Europe,6.726,0.999,1.52,0.375,1.3,0.151,0.564,19.87,1.15
2020,Malta,Western Europe,6.772799969,0.972042024,1.442956924,0.341180831,1.252513289,0.178864077,0.633239031,19.99,1.15
2021,Malta,Western Europe,6.602,0.747,1.055,0.275,1.411,0.183,0.664,20.22,1.15
2022,Malta,Western Europe,6.447,0.789,1.169,0.174,1.838,0.166,0.679,20.26,1.15
2015,Mauritania,Sub-Saharan Africa,4.436,0.35874,0.86908,0.219,0.45407,0.17461,0.24232,29.05,4.342
2016,Mauritania,Sub-Saharan Africa,4.201,0.28639,0.84142,0.22686,0.61391,0.17955,0.1268,29.12,4.342
2017,Mauritania,Sub-Saharan Africa,4.291999817,0.28534928,1.27203083,0.201870024,0.648457289,0.136957005,0.096098043,29.1,4.342
2018,Mauritania,Sub-Saharan Africa,4.356,0.292,1.245,0.134,0.557,0.093,0.129,28.61,4.342
2019,Mauritania,Sub-Saharan Africa,4.49,0.489,1.167,0.106,0.57,0.088,0.066,28.67,4.342
2020,Mauritania,Sub-Saharan Africa,4.374599934,0.425184816,1.113323569,0.128899664,0.539684892,0.122257635,0.185714483,29.11,4.342
2021,Mauritania,Sub-Saharan Africa,4.227,0.273,0.749,0.119,0.666,0.133,0.218,29.3,4.342
2022,Mauritania,Sub-Saharan Africa,4.153,0.45,0.865,0.088,1.1,0.138,0.304,28.9,4.342
2015,Mauritius,Sub-Saharan Africa,5.477,0.7095,0.98521,0.37744,1.00761,0.07521,0.56066,23.88,1.32
2016,Mauritius,Sub-Saharan Africa,5.648,0.66189,0.75695,0.36951,1.14372,0.05203,0.46145,23.65,1.32
2017,Mauritius,Sub-Saharan Africa,5.629000187,0.638007462,1.20956099,0.360933751,1.189395547,0.042181555,0.491247326,24.05,1.32
2018,Mauritius,Sub-Saharan Africa,5.891,0.684,1.387,0.245,1.09,0.05,0.584,23.83,1.32
2019,Mauritius,Sub-Saharan Africa,5.888,0.798,1.402,0.215,1.12,0.06,0.498,24.15,1.32
2020,Mauritius,Sub-Saharan Africa,6.101299763,0.763389409,1.395666838,0.186894551,1.07366395,0.084088229,0.590838134,23.59,1.32
2021,Mauritius,Sub-Saharan Africa,6.049,0.574,0.996,0.153,1.178,0.096,0.59,23.7,1.32
2022,Mauritius,Sub-Saharan Africa,6.071,0.568,1.116,0.131,1.591,0.107,0.589,23.27,1.32
2015,Mexico,Latin America and Caribbean,7.187,0.81444,0.91451,0.14074,1.02054,0.21312,0.48181,21.54,1.803
2016,Mexico,Latin America and Caribbean,6.778,0.71143,0.7146,0.11735,1.11508,0.18355,0.37709,21.75,1.803
2017,Mexico,Latin America and Caribbean,6.578000069,0.709978998,1.21086216,0.120990433,1.153183818,0.132774115,0.412730008,22.03,1.803
2018,Mexico,Latin America and Caribbean,6.488,0.761,1.252,0.069,1.038,0.095,0.479,21.66,1.803
2019,Mexico,Latin America and Caribbean,6.595,0.861,1.323,0.074,1.07,0.073,0.433,21.88,1.803
2020,Mexico,Latin America and Caribbean,6.465000153,0.831601024,1.226333499,0.083094485,1.024387479,0.083133668,0.553892553,22.08,1.803
2021,Mexico,Latin America and Caribbean,6.317,0.634,0.83,0.092,1.126,0.089,0.585,21.85,1.803
2022,Mexico,Latin America and Caribbean,6.128,0.623,0.886,0.092,1.552,0.115,0.621,21.7,1.803
2015,Moldova,Central and Eastern Europe,5.889,0.61826,1.01528,0.20951,0.59448,0.01615,0.32818,11.94,1.8
2016,Moldova,Central and Eastern Europe,5.897,0.52309,0.83132,0.19997,0.69177,0.01903,0.25202,11.42,1.8
2017,Moldova,Central and Eastern Europe,5.837999821,0.589465201,1.251825571,0.208779126,0.72887063,0.010091286,0.240729049,11.4,1.8
2018,Moldova,Central and Eastern Europe,5.64,0.62,1.301,0.171,0.657,0.016775005,0.232,11.52,1.8
2019,Moldova,Central and Eastern Europe,5.529,0.739,1.328,0.181,0.685,0.016775005,0.245,12.39,1.8
2020,Moldova,Central and Eastern Europe,5.607500076,0.713299453,1.237312198,0.174049184,0.707916796,0.014378744,0.389571488,12.43,1.8
2021,Moldova,Central and Eastern Europe,5.766,0.542,0.888,0.137,0.985,0.013,0.536,10.95,1.8
2022,Moldova,Central and Eastern Europe,5.857,0.597,1.008,0.102,1.417,0.028,0.561,11.9,1.8
2015,Mongolia,East Asia,4.874,0.60268,1.3006,0.3323,0.82819,0.02666,0.43626,1.98,2.774
2016,Mongolia,East Asia,4.907,0.55469,1.08983,0.34539,0.98853,0.03285,0.35972,1.02,2.774
2017,Mongolia,East Asia,4.954999924,0.557783484,1.493011236,0.33846423,1.027235866,0.032902289,0.394143969,2.17,2.774
2018,Mongolia,East Asia,5.125,0.575,1.517,0.253,0.914,0.032,0.395,1.47,2.774
2019,Mongolia,East Asia,5.285,0.667,1.531,0.235,0.948,0.038,0.317,1.64,2.774
2020,Mongolia,East Asia,5.456200123,0.615788162,1.458930612,0.263885736,0.904872775,0.046533126,0.355703115,1.54,2.774
2021,Mongolia,East Asia,5.677,0.442,1.065,0.263,0.966,0.053,0.397,2.08,2.774
2022,Mongolia,East Asia,5.761,0.467,1.197,0.247,1.393,0.059,0.398,1.31,2.774
2015,Montenegro,Central and Eastern Europe,5.192,0.72521,0.90557,0.1614,0.97438,0.14296,0.1826,10.65,1.8
2016,Montenegro,Central and Eastern Europe,5.161,0.63533,0.74173,0.17191,1.07838,0.12721,0.15111,10.34,1.8
2017,Montenegro,Central and Eastern Europe,5.236999989,0.667464674,1.238376498,0.197911024,1.121129036,0.088174194,0.194989055,10.4,1.8
2018,Montenegro,Central and Eastern Europe,5.347,0.729,1.279,0.111,1.017,0.081,0.259,11.1,1.8
2019,Montenegro,Central and Eastern Europe,5.523,0.871,1.361,0.142,1.051,0.08,0.197,11.13,1.8
2020,Montenegro,Central and Eastern Europe,5.54610014,0.839028895,1.265657902,0.14901033,1.010150075,0.098435111,0.303223848,10.63,1.8
2021,Montenegro,Central and Eastern Europe,5.581,0.637,0.891,0.166,1.155,0.081,0.397,10.25,1.8
2022,Montenegro,Central and Eastern Europe,5.547,0.659,1.023,0.135,1.573,0.077,0.46,11.0,1.8
2015,Morocco,Middle East and North Africa,5.013,0.60954,0.64095,0.07172,0.73479,0.08546,0.41691,-1.0,2.299
2016,Morocco,Middle East and North Africa,5.151,0.59471,0.38595,0.04053,0.84058,0.08404,0.25646,-1.0,2.299
2017,Morocco,Middle East and North Africa,5.235000134,0.597710669,0.774864435,0.032209955,0.878114581,0.087763183,0.408158332,-1.0,2.299
2018,Morocco,Middle East and North Africa,5.254,0.669,0.797,0.026,0.779,0.074,0.46,-1.0,2.299
2019,Morocco,Middle East and North Africa,5.208,0.782,0.782,0.036,0.801,0.076,0.418,-1.0,2.299
2020,Morocco,Middle East and North Africa,5.094799995,0.745096922,0.645208478,0.040032551,0.75862211,0.077385604,0.450054139,-1.0,2.299
2021,Morocco,Middle East and North Africa,4.918,0.558,0.219,0.034,0.792,0.088,0.477,-1.0,2.299
2022,Morocco,Middle East and North Africa,5.06,0.565,0.268,0.02,1.208,0.102,0.492,-1.0,2.299
2015,Myanmar,Southeast Asia,4.307,0.48246,0.70905,0.79588,0.27108,0.19034,0.44017,23.93,2.127
2016,Myanmar,Southeast Asia,4.395,0.3988,0.69981,0.81971,0.34112,0.20243,0.42692,24.13,2.127
2017,Myanmar,Southeast Asia,4.545000076,0.397522569,1.123235941,0.838075161,0.36711055,0.188816205,0.514492035,23.94,2.127
2018,Myanmar,Southeast Asia,4.308,0.429,1.174,0.598,0.682,0.178,0.58,23.7,2.127
2019,Myanmar,Southeast Asia,4.36,0.555,1.181,0.566,0.71,0.172,0.525,24.2,2.127
2020,Myanmar,Southeast Asia,4.308000088,0.495443076,1.098178267,0.569813728,0.67809093,0.187530354,0.597478867,24.08,2.127
2021,Myanmar,Southeast Asia,4.426,0.341,0.713,0.52,0.666,0.178,0.601,24.11,2.127
2022,Myanmar,Southeast Asia,4.394,0.491,0.829,0.452,1.038,0.194,0.513,23.96,2.127
2015,Nepal,South Asia,4.514,0.56874,0.86449,0.32296,0.35997,0.05907,0.38282,14.08,2.008
2016,Nepal,South Asia,4.793,0.50073,0.69699,0.3816,0.44626,0.07008,0.37012,14.77,2.008
2017,Nepal,South Asia,4.961999893,0.504130781,1.179283261,0.394096166,0.479820192,0.072975546,0.440305948,14.53,2.008
2018,Nepal,South Asia,4.88,0.539,1.228,0.302,0.425,0.078,0.526,14.26,2.008
2019,Nepal,South Asia,4.913,0.677,1.226,0.285,0.446,0.089,0.439,14.08,2.008
2020,Nepal,South Asia,5.137199879,0.66887939,1.100789309,0.300971806,0.444050372,0.127502963,0.480608255,13.89,2.008
2021,Nepal,South Asia,5.269,0.496,0.702,0.287,0.519,0.135,0.488,14.29,2.008
2022,Nepal,South Asia,5.377,0.499,0.784,0.237,0.984,0.13,0.519,14.39,2.008
2015,Netherlands,Western Europe,7.378,0.89284,1.28017,0.4761,1.32944,0.31814,0.61576,10.89,1.487
2016,Netherlands,Western Europe,7.339,0.81231,1.02912,0.47416,1.46468,0.29927,0.55211,10.67,1.487
2017,Netherlands,Western Europe,7.376999855,0.810696125,1.428939223,0.47048983,1.503944635,0.282661825,0.585384488,10.91,1.487
2018,Netherlands,Western Europe,7.441,0.878,1.488,0.333,1.361,0.295,0.638,11.41,1.487
2019,Netherlands,Western Europe,7.488,0.999,1.522,0.322,1.396,0.298,0.557,11.26,1.487
2020,Netherlands,Western Europe,7.448900223,0.975675344,1.463645935,0.336317569,1.338946342,0.368569762,0.61362648,11.69,1.487
2021,Netherlands,Western Europe,7.464,0.753,1.079,0.302,1.501,0.384,0.647,10.41,1.487
