year,country,region,happiness_score,healthy_life_expectancy,perceptions_of_corruption,freedom_to_make_life_choices,social_support,gdp_per_capita,generosity,temperature,fertility_rate,population
2017,Iran,Middle East and North Africa,4.691999912,0.639333189,0.048761073,0.249322608,0.711551249,1.156873107,0.387242913,18.84,2.074,84505076.0
2018,Iran,Middle East and North Africa,4.707,0.691,0.129,0.459,0.771,1.059,0.282,19.34,1.968,85617562.0
2019,Iran,Middle East and North Africa,4.548,0.785,0.125,0.305,0.842,1.1,0.27,18.84,1.77,86564202.0
2020,Iran,Middle East and North Africa,4.672399998,0.749053836,0.142651513,0.301195472,0.886271179,1.029322505,0.27697894,18.38,1.708,87290193.0
2021,Iran,Middle East and North Africa,4.721,0.561,0.144,0.275,0.557,1.03,0.33,19.57,1.692,87923432.0
2022,Iran,Middle East and North Africa,4.888,0.642,0.146,0.281,0.741,1.41,0.241,19.3,1.681,88550570.0
2015,Iraq,Middle East and North Africa,4.677,0.60237,0.13788,0.28510051214285714,0.81889,0.98549,0.17922,23.53,4.09,37757813.0
2016,Iraq,Middle East and North Africa,4.575,0.51076,0.13636,0.24856,0.59205,1.07474,0.19589,23.31,3.9,38697943.0
2017,Iraq,Middle East and North Africa,4.497000217,0.50118047,0.107215755,0.288555533,0.978613198,1.102710485,0.199637264,23.36,3.73,39621162.0
2018,Iraq,Middle East and North Africa,4.456,0.536,0.095,0.304,0.971,1.01,0.148,24.15,3.659,40590700.0
2019,Iraq,Middle East and North Africa,4.437,0.574,0.089,0.241,0.98,1.043,0.148,23.51,3.604,41563520.0
2020,Iraq,Middle East and North Africa,4.784800053,0.529350698,0.073164992,0.283588052,1.011466622,0.982018709,0.153002068,23.44,3.551,42556984.0
2021,Iraq,Middle East and North Africa,4.854,0.381,0.041,0.302,0.638,0.91,0.153,24.21,3.496,43533592.0
2022,Iraq,Middle East and North Africa,4.941,0.554,0.046,0.328,0.682,1.289,0.147,23.81,3.445,44496122.0
2015,Ireland,Western Europe,6.94,0.89533,0.28703,0.61777,1.36948,1.33596,0.45901,-999.0,1.85,4701957.0
2016,Ireland,Western Europe,6.907,0.81455,0.29754,0.54008,1.16157,1.48341,0.44963,-999.0,1.81,4755335.0
2017,Ireland,Western Europe,6.977000237,0.809782624,0.298388153,0.573110342,1.558231115,1.535706639,0.427858323,-999.0,1.77,4807388.0
2018,Ireland,Western Europe,6.977,0.876,0.306,0.614,1.583,1.448,0.307,-999.0,1.75,4867316.0
2019,Ireland,Western Europe,7.021,0.999,0.31,0.516,1.553,1.499,0.298,-999.0,1.71,4934340.0
2020,Ireland,Western Europe,7.093699932,0.975670695,0.373433262,0.587779939,1.470596433,1.446886778,0.295426995,-999.0,1.63,4985382.0
2021,Ireland,Western Europe,7.085,0.753,0.367,0.606,1.092,1.644,0.238,-999.0,1.78,5033164.0
2022,Ireland,Western Europe,7.041,0.779,0.408,0.627,1.166,2.129,0.19,-999.0,1.7,5127170.0
2015,Israel,Middle East and North Africa,7.278,0.91387,0.07785,0.41319,1.22393,1.22857,0.33172,20.29,3.09,8380100.0
2016,Israel,Middle East and North Africa,7.267,0.84917,0.08728,0.36432,0.99537,1.33766,0.32288,20.67,3.11,8546000.0
2017,Israel,Middle East and North Africa,7.212999821,0.838404,0.0852421,0.405988604,1.376289964,1.375382423,0.330082655,20.31,3.11,8713300.0
2018,Israel,Middle East and North Africa,6.814,0.883,0.272,0.533,1.559,1.301,0.354,20.99,3.09,8882800.0
2019,Israel,Middle East and North Africa,7.139,1.029,0.082,0.371,1.455,1.276,0.261,20.42,3.01,9054000.0
2020,Israel,Middle East and North Africa,7.128600121,1.008052945,0.09989845,0.420699477,1.403256774,1.216463685,0.266861796,20.41,2.9,9215100.0
2021,Israel,Middle East and North Africa,7.157,0.788,0.119,0.509,1.074,1.376,0.208,20.86,3.0,9371400.0
2022,Israel,Middle East and North Africa,7.364,0.818,0.143,0.568,1.221,1.826,0.155,20.23,2.89,9557500.0
2015,Italy,Western Europe,5.948,0.95446,0.02901,0.26236,1.19777,1.25114,0.22823,13.8,1.35,60730582.0
2016,Italy,Western Europe,5.977,0.85102,0.02556,0.18827,1.04167,1.35495,0.16684,13.58,1.34,60627498.0
2017,Italy,Western Europe,5.964000225,0.853144348,0.028028091,0.256450713,1.444923282,1.395066619,0.172789648,13.46,1.32,60536709.0
2018,Italy,Western Europe,6.0,0.946,0.028,0.281,1.501,1.264,0.137,14.1,1.29,60421760.0
2019,Italy,Western Europe,6.223,1.039,0.03,0.231,1.488,1.294,0.158,13.94,1.27,59729081.0
2020,Italy,Western Europe,6.38740015,1.022504926,0.040145598,0.321305573,1.347296,1.236396074,0.170266211,13.83,1.24,59438851.0
2021,Italy,Western Europe,6.483,0.798,0.047,0.379,0.94,1.393,0.133,13.52,1.25,59133173.0
2022,Italy,Western Europe,6.467,0.801,0.059,0.412,1.052,1.834,0.085,14.38,1.24,58940425.0
2015,Côte d'Ivoire,Sub-Saharan Africa,3.655,0.15185,0.17922,0.46866,0.77115,0.46534,0.20165,27.03,4.813,23596741.0
2016,Côte d'Ivoire,Sub-Saharan Africa,3.916,0.04476,0.1553,0.40663,0.57576,0.55507,0.20338,27.31,4.759,24213622.0
2017,Côte d'Ivoire,Sub-Saharan Africa,4.179999828,0.04864217,0.130061775,0.447706193,0.90478003,0.603048921,0.20123747,27.17,4.742,24848016.0
2018,Côte d'Ivoire,Sub-Saharan Africa,4.671,0.08,0.103,0.467,0.872,0.541,0.146,27.02,4.611,25493988.0
2019,Côte d'Ivoire,Sub-Saharan Africa,4.944,0.232,0.09,0.352,0.808,0.569,0.154,26.83,4.538,26147551.0
2020,Côte d'Ivoire,Sub-Saharan Africa,5.233300209,0.154942513,0.093495794,0.397122532,0.799727261,0.537094414,0.169915587,27.18,4.472,26811790.0
2021,Côte d'Ivoire,Sub-Saharan Africa,5.306,0.052,0.092,0.438,0.409,0.669,0.177,27.37,4.418,27478249.0
2022,Côte d'Ivoire,Sub-Saharan Africa,5.235,0.322,0.124,0.451,0.442,1.094,0.149,26.84,4.342,28160542.0
2015,Jamaica,Latin America and Caribbean,5.709,0.68741,0.02299,0.50442,1.15102,0.81038,0.2123,26.52,1.588,2794445.0
2016,Jamaica,Latin America and Caribbean,5.51,0.59469,0.04294,0.43597,0.96372,0.89333,0.22245,26.26,1.516,2802695.0
2017,Jamaica,Latin America and Caribbean,5.31099987,0.641022384,0.055267781,0.474307239,1.368218064,0.925579309,0.233818337,26.14,1.44,2808376.0
2018,Jamaica,Latin America and Caribbean,5.89,0.693,0.031,0.575,1.493,0.819,0.096,26.1,1.388,2811835.0
2019,Jamaica,Latin America and Caribbean,5.89,0.831,0.028,0.49,1.478,0.831,0.107,26.3,1.37,2813773.0
2020,Jamaica,Latin America and Caribbean,5.889800072,0.788434088,0.030147785,0.553124607,1.408289194,0.779058397,0.116268493,26.32,1.358,2820436.0
2021,Jamaica,Latin America and Caribbean,6.309,0.599,0.035,0.618,0.932,0.891,0.099,26.07,1.352,2827695.0
2022,Jamaica,Latin America and Caribbean,5.85,0.646,0.053,0.567,1.045,1.296,0.08,26.02,1.34,2827377.0
2015,Japan,East Asia,5.987,0.99111,0.1806,0.49615,1.25712,1.27074,0.10705,12.18,1.45,127141000.0
2016,Japan,East Asia,5.921,0.91491,0.18985,0.46761,1.06054,1.38007,0.10224,12.24,1.44,127076000.0
2017,Japan,East Asia,5.920000076,0.913475871,0.163760737,0.505625546,1.436337829,1.416915178,0.120572768,11.66,1.43,126972000.0
2018,Japan,East Asia,5.915,0.988,0.15,0.553,1.462,1.294,0.079,12.23,1.42,126811000.0
2019,Japan,East Asia,5.886,1.088,0.14,0.445,1.419,1.327,0.069,12.4,1.36,126633000.0
2020,Japan,East Asia,5.870800018,1.072881341,0.181439638,0.495465875,1.332338691,1.26672411,0.03571178,12.41,1.33,126261000.0
2021,Japan,East Asia,5.94,0.838,0.192,0.504,0.949,1.389,0.02,12.45,1.3,125681593.0
2022,Japan,East Asia,6.039,0.866,0.218,0.537,1.089,1.835,0.007,12.42,1.26,125124989.0
2015,Jordan,Middle East and North Africa,5.192,0.69639,0.14293,0.40661,1.05392,0.90198,0.11053,19.83,3.175,9494246.0
2016,Jordan,Middle East and North Africa,5.303,0.60712,0.13297,0.36023,0.86216,0.99673,0.14262,20.09,3.077,9964656.0
2017,Jordan,Middle East and North Africa,5.335999966,0.604590058,0.119803272,0.418421149,1.239088893,0.991012394,0.17217046,19.83,3.027,10215381.0
2018,Jordan,Middle East and North Africa,5.161,0.645,0.134,0.468,1.265,0.822,0.13,20.44,2.973,10459865.0
2019,Jordan,Middle East and North Africa,4.906,0.815,0.13,0.383,1.225,0.837,0.11,19.89,2.918,10698683.0
2020,Jordan,Middle East and North Africa,4.633399963,0.777624726,0.151878625,0.424855083,1.140118599,0.785179198,0.091494769,19.92,2.873,10928721.0
2021,Jordan,Middle East and North Africa,4.395,0.583,0.15,0.455,0.685,0.89,0.079,20.36,2.83,11148278.0
2022,Jordan,Middle East and North Africa,4.152,0.675,0.2,0.476,0.724,1.324,0.058,19.77,2.786,11285869.0
2015,Kazakhstan,Commonwealth of Independent States,5.855,0.64368,0.08454,0.51649,1.12241,1.12254,0.11827,7.87,2.74,17542806.0
2016,Kazakhstan,Commonwealth of Independent States,5.919,0.57386,0.11132,0.4052,0.95544,1.22943,0.15011,7.77,2.77,17794055.0
2017,Kazakhstan,Commonwealth of Independent States,5.818999767,0.606041551,0.119282886,0.437454283,1.384369016,1.28455627,0.201964423,7.59,2.75,18037776.0
2018,Kazakhstan,Commonwealth of Independent States,5.79,0.631,0.121,0.454,1.516,1.143,0.148,6.49,2.84,18276452.0
2019,Kazakhstan,Commonwealth of Independent States,5.809,0.729,0.096,0.41,1.508,1.173,0.146,7.83,2.9,18513673.0
2020,Kazakhstan,Commonwealth of Independent States,6.057899952,0.698788941,0.110463686,0.497432142,1.453267694,1.122594237,0.153713793,8.31,3.13,18755666.0
2021,Kazakhstan,Commonwealth of Independent States,6.152,0.527,0.132,0.573,1.103,1.23,0.143,7.83,3.32,19191356.0
2022,Kazakhstan,Commonwealth of Independent States,6.234,0.611,0.157,0.584,1.22,1.668,0.134,8.06,3.05,19634983.0
2015,Kenya,Sub-Saharan Africa,4.419,0.41435,0.05839,0.42215,0.99876,0.36471,0.37542,25.21,3.8,46851488.0
2016,Kenya,Sub-Saharan Africa,4.356,0.30147,0.06686,0.40576,0.7624,0.52267,0.41328,25.56,3.724,47894670.0
2017,Kenya,Sub-Saharan Africa,4.552999973,0.30998835,0.064641319,0.452763766,1.067950726,0.560479462,0.444860309,25.36,3.643,48948137.0
2018,Kenya,Sub-Saharan Africa,4.41,0.454,0.055,0.504,1.048,0.493,0.352,25.01,3.58,49953304.0
2019,Kenya,Sub-Saharan Africa,4.509,0.581,0.053,0.431,0.983,0.512,0.372,25.45,3.469,50951450.0
2020,Kenya,Sub-Saharan Africa,4.583000183,0.536312759,0.067201078,0.519180536,0.905077755,0.476413399,0.393902093,25.42,3.397,51985780.0
2021,Kenya,Sub-Saharan Africa,4.607,0.385,0.073,0.483,0.508,0.603,0.375,25.25,3.335,53005614.0
2022,Kenya,Sub-Saharan Africa,4.543,0.401,0.082,0.44,0.605,1.032,0.322,25.22,3.296,54027487.0
2015,Kosovo,Central and Eastern Europe,5.589,0.63132,0.04741,0.24749,0.81198,0.80148,0.2831,-999.0,1.751,1788196.0
2016,Kosovo,Central and Eastern Europe,5.401,0.54,0.06547,0.14396,0.66062,0.90145,0.27992,-999.0,1.658,1777557.0
2017,Kosovo,Central and Eastern Europe,5.278999805,0.54145205,0.057471618,0.260287941,1.137853503,0.951484382,0.319931448,-999.0,1.649,1791003.0
2018,Kosovo,Central and Eastern Europe,5.662,0.578,0.023,0.448,1.23,0.855,0.274,-999.0,1.605,1797085.0
2019,Kosovo,Central and Eastern Europe,6.1,0.758,0.006,0.489,1.232,0.882,0.262,-999.0,1.546,1788878.0
2020,Kosovo,Central and Eastern Europe,6.325200081,0.672709167,0.008559024,0.557280421,1.183962822,0.840481341,0.325286865,-999.0,1.529,1790133.0
2021,Kosovo,Central and Eastern Europe,6.372,0.483,0.014,0.593,0.807,0.937,0.356,-999.0,1.522,1786038.0
2022,Kosovo,Central and Eastern Europe,6.455,0.569,0.035,0.599,0.949,1.362,0.309,-999.0,1.51,1768086.0
2015,Kuwait,Middle East and North Africa,6.295,0.72492,0.25609,0.55499,1.16594,1.55422,0.16228,27.06,2.16,3908743.0
2016,Kuwait,Middle East and North Africa,6.239,0.63569,0.23669,0.43166,0.87758,1.61714,0.15965,27.01,2.157,4048085.0
2017,Kuwait,Middle East and North Africa,6.105000019,0.632105708,0.21515955,0.496337593,1.259698749,1.632952452,0.228289798,27.0,2.161,4124904.0
2018,Kuwait,Middle East and North Africa,6.083,0.675,0.106,0.554,1.301,1.474,0.167,27.47,2.165,4317185.0
2019,Kuwait,Middle East and North Africa,6.021,0.808,0.097,0.493,1.319,1.5,0.142,27.01,2.159,4441100.0
2020,Kuwait,Middle East and North Africa,6.102099895,0.776468933,0.112814933,0.570261419,1.244779825,1.424833655,0.132751092,26.9,2.14,4360444.0
2021,Kuwait,Middle East and North Africa,6.106,0.58,0.13,0.591,0.857,1.461,0.12,27.89,2.11,4250114.0
2022,Kuwait,Middle East and North Africa,6.106,0.747,0.147,0.617,0.983,1.904,0.087,27.58,2.092,4268873.0
2015,Kyrgyzstan,Commonwealth of Independent States,5.286,0.65088,0.04232,0.43477,1.15115,0.47428,0.3003,3.36,3.2,5956900.0
2016,Kyrgyzstan,Commonwealth of Independent States,5.185,0.55449,0.04762,0.40212,0.95434,0.56044,0.38432,3.4,3.1,6079500.0
2017,Kyrgyzstan,Commonwealth of Independent States,5.004000187,0.553457797,0.039439179,0.454943389,1.394238591,0.596220076,0.428580374,2.8,3.0,6198200.0
2018,Kyrgyzstan,Commonwealth of Independent States,5.131,0.594,0.035,0.54,1.416,0.53,0.281,2.75,3.3,6322800.0
2019,Kyrgyzstan,Commonwealth of Independent States,5.261,0.723,0.023,0.508,1.438,0.551,0.3,3.36,3.3,6456200.0
2020,Kyrgyzstan,Commonwealth of Independent States,5.541500092,0.680645883,0.030466691,0.614617765,1.341036677,0.513180971,0.30137074,2.75,3.1,6579900.0
2021,Kyrgyzstan,Commonwealth of Independent States,5.744,0.501,0.02,0.673,0.971,0.665,0.266,3.36,2.89,6773400.0
2022,Kyrgyzstan,Commonwealth of Independent States,5.828,0.638,0.025,0.693,1.109,1.069,0.208,3.93,2.8,6974900.0
2015,Latvia,Central and Eastern Europe,5.098,0.72437,0.06332,0.29671,1.09562,1.11312,0.18226,7.94,1.7,1977527.0
2016,Latvia,Central and Eastern Europe,5.56,0.63952,0.0889,0.27996,0.95025,1.21788,0.17445,7.08,1.74,1959537.0
2017,Latvia,Central and Eastern Europe,5.849999905,0.638566971,0.073842727,0.325707912,1.404714942,1.260748625,0.153074786,6.92,1.69,1942248.0
2018,Latvia,Central and Eastern Europe,5.933,0.671,0.066,0.363,1.454,1.148,0.092,7.6,1.6,1927174.0
2019,Latvia,Central and Eastern Europe,5.94,0.812,0.064,0.264,1.465,1.187,0.075,7.98,1.61,1913822.0
2020,Latvia,Central and Eastern Europe,5.949999809,0.777902424,0.090391524,0.329198807,1.414398789,1.14139545,0.075407945,8.56,1.55,1900449.0
2021,Latvia,Central and Eastern Europe,6.032,0.587,0.089,0.405,1.047,1.285,0.082,6.82,1.57,1884490.0
2022,Latvia,Central and Eastern Europe,6.18,0.637,0.09,0.502,1.221,1.732,0.075,7.4,1.47,1879383.0
2015,Lebanon,Middle East and North Africa,4.839,0.83947,0.04582,0.33916,0.80001,1.02564,0.21854,15.53,2.178,6398940.0
2016,Lebanon,Middle East and North Africa,5.129,0.76171,0.03061,0.26228,0.64184,1.12268,0.23693,15.98,2.183,6258619.0
2017,Lebanon,Middle East and North Africa,5.224999905,0.735081077,0.03751383,0.288515985,1.129624248,1.074987531,0.264450759,15.72,2.173,6109252.0
2018,Lebanon,Middle East and North Africa,5.358,0.785,0.136,0.503,1.179,0.965,0.214,16.46,2.148,5950839.0
2019,Lebanon,Middle East and North Africa,5.197,0.815,0.027,0.216,1.224,0.987,0.166,15.86,2.13,5781907.0
2020,Lebanon,Middle East and North Africa,4.771500111,0.788671136,0.021518147,0.18551667,1.19249332,0.889232516,0.158524141,15.99,2.103,5662923.0
2021,Lebanon,Middle East and North Africa,4.584,0.595,0.026,0.175,0.868,1.045,0.14,16.2,2.091,5592631.0
2022,Lebanon,Middle East and North Africa,2.955,0.631,0.034,0.103,0.498,1.392,0.082,15.66,2.08,5489739.0
2015,Liberia,Sub-Saharan Africa,4.571,0.34201,0.06232,0.28531,0.78968,0.0712,0.24362,25.64,4.523,4612329.0
2016,Liberia,Sub-Saharan Africa,3.622,0.23165,0.04852,0.25748,0.50353,0.10706,0.24063,25.93,4.461,4706097.0
2017,Liberia,Sub-Saharan Africa,3.532999992,0.229918197,0.038948249,0.332881182,0.872117937,0.119041793,0.266549885,25.8,4.396,4796631.0
2018,Liberia,Sub-Saharan Africa,3.495,0.267,0.03,0.419,0.858,0.076,0.206,25.62,4.336,4889391.0
2019,Liberia,Sub-Saharan Africa,3.975,0.443,0.033,0.37,0.922,0.073,0.233,25.44,4.257,4985289.0
2020,Liberia,Sub-Saharan Africa,4.557899952,0.392284274,0.051139876,0.405943096,0.920733929,0.174103007,0.226967871,25.73,4.174,5087584.0
2021,Liberia,Sub-Saharan Africa,4.625,0.253,0.057,0.43,0.58,0.228,0.221,25.87,4.089,5193416.0
2022,Liberia,Sub-Saharan Africa,5.122,0.309,0.08,0.405,0.67,0.636,0.178,25.47,4.016,5302681.0
2015,Libya,Middle East and North Africa,5.754,0.7038,0.11023,0.41668,1.11862,1.13145,0.18295,22.57,2.711,6192235.0
2016,Libya,Middle East and North Africa,5.615,0.52304,0.10339,0.40672,0.95076,1.06688,0.17087,23.0,2.673,6282196.0
2017,Libya,Middle East and North Africa,5.525000095,0.52016902,0.09261021,0.46573323,1.35756433,1.101803064,0.152073666,22.56,2.626,6378261.0
2018,Libya,Middle East and North Africa,5.566,0.553,0.148,0.496,1.35,0.985,0.116,23.05,2.581,6477793.0
2019,Libya,Middle East and North Africa,5.525,0.673,0.152,0.416,1.303,1.044,0.133,22.65,2.539,6569088.0
2020,Libya,Middle East and North Africa,5.488800049,0.615626633,0.172258079,0.451354057,1.196283698,1.021913767,0.142757699,22.63,2.507,6653942.0
2021,Libya,Middle East and North Africa,5.41,0.435,0.174,0.474,0.821,1.044,0.131,23.05,2.462,6735277.0
2022,Libya,Middle East and North Africa,5.33,0.606,0.179,0.477,0.943,1.476,0.106,22.8,2.402,6812341.0
2015,Lithuania,Central and Eastern Europe,5.833,0.73128,0.01031,0.21342,1.25745,1.14723,0.02641,-999.0,1.7,2904910.0
2016,Lithuania,Central and Eastern Europe,5.813,0.64674,0.0182,0.18929,1.06411,1.2692,0.02025,-999.0,1.69,2868231.0
2017,Lithuania,Central and Eastern Europe,5.90199995,0.62894994,0.011865643,0.234231785,1.473516107,1.314582348,0.010164657,-999.0,1.63,2828403.0
2018,Lithuania,Central and Eastern Europe,5.952,0.716,0.006,0.35,1.527,1.197,0.026,-999.0,1.63,2801543.0
2019,Lithuania,Central and Eastern Europe,6.149,0.818,0.042,0.291,1.515,1.238,0.043,-999.0,1.61,2794137.0
2020,Lithuania,Central and Eastern Europe,6.215499878,0.795421183,0.081350274,0.42046079,1.432865739,1.193559647,0.053691041,-999.0,1.48,2794885.0
2021,Lithuania,Central and Eastern Europe,6.255,0.612,0.073,0.476,1.065,1.35,0.056,-999.0,1.36,2800839.0
2022,Lithuania,Central and Eastern Europe,6.446,0.659,0.077,0.496,1.204,1.804,0.053,-999.0,1.27,2831639.0
2015,Luxembourg,Western Europe,6.946,0.91894,0.37798,0.61583,1.21963,1.56391,0.28034,10.52,1.47,569604.0
2016,Luxembourg,Western Europe,6.871,0.84542,0.35329,0.5487,1.03999,1.69752,0.27571,10.09,1.41,582014.0
2017,Luxembourg,Western Europe,6.862999916,0.845089495,0.318834424,0.596627891,1.457583666,1.741943598,0.283180982,10.41,1.39,596336.0
2018,Luxembourg,Western Europe,6.91,0.896,0.321,0.632,1.52,1.576,0.196,11.13,1.38,607950.0
2019,Luxembourg,Western Europe,7.09,1.012,0.316,0.526,1.479,1.609,0.194,10.79,1.34,620001.0
2020,Luxembourg,Western Europe,7.237500191,0.986442685,0.367041469,0.610137045,1.387528419,1.536676049,0.19595392,11.29,1.36,630419.0
2021,Luxembourg,Western Europe,7.324,0.76,0.353,0.639,1.003,1.751,0.166,9.77,1.38,640064.0
2022,Luxembourg,Western Europe,7.404,0.79,0.388,0.7,1.155,2.209,0.12,11.43,1.31,653103.0
2015,Madagascar,Sub-Saharan Africa,3.681,0.46721,0.08124,0.19184,0.66801,0.20824,0.21333,22.98,4.183,24850912.0
2016,Madagascar,Sub-Saharan Africa,3.695,0.37109,0.07506,0.13684,0.46115,0.27954,0.2204,22.82,4.163,25501941.0
2017,Madagascar,Sub-Saharan Africa,3.644000053,0.375223309,0.067231975,0.189196765,0.913020372,0.305808693,0.20873253,23.07,4.109,26169542.0
2018,Madagascar,Sub-Saharan Africa,3.774,0.402,0.049,0.221,0.908,0.262,0.155,22.9,4.043,26846541.0
2019,Madagascar,Sub-Saharan Africa,3.933,0.555,0.041,0.148,0.916,0.274,0.169,23.13,3.978,27533134.0
2020,Madagascar,Sub-Saharan Africa,4.165599823,0.500617027,0.076248638,0.192967549,0.823694348,0.244553208,0.191190064,22.89,3.918,28225177.0
2021,Madagascar,Sub-Saharan Africa,4.208,0.341,0.087,0.207,0.503,0.266,0.185,22.87,3.851,28915653.0
2022,Madagascar,Sub-Saharan Africa,4.339,0.378,0.154,0.202,0.645,0.67,0.143,22.7,3.791,29611714.0
2015,Malawi,Sub-Saharan Africa,4.292,0.22562,0.06977,0.43054,0.41134,0.01604,0.33128,22.91,4.452,16938942.0
2016,Malawi,Sub-Saharan Africa,4.156,0.29364,0.07564,0.4143,0.147,0.08709,0.30968,22.85,4.309,17405624.0
2017,Malawi,Sub-Saharan Africa,3.970000029,0.315089583,0.072711654,0.466914654,0.512568831,0.233442038,0.28717047,22.66,4.22,17881167.0
2018,Malawi,Sub-Saharan Africa,3.587,0.306,0.08,0.531,0.541,0.186,0.21,22.63,4.14,18367883.0
2019,Malawi,Sub-Saharan Africa,3.41,0.495,0.089,0.443,0.56,0.191,0.218,22.89,4.072,18867337.0
2020,Malawi,Sub-Saharan Africa,3.538000107,0.446163297,0.131633952,0.487389833,0.53036809,0.176534727,0.213185057,22.81,3.995,19377061.0
2021,Malawi,Sub-Saharan Africa,3.6,0.298,0.134,0.484,0.168,0.113,0.213,22.8,3.917,19889742.0
2022,Malawi,Sub-Saharan Africa,3.75,0.388,0.157,0.477,0.279,0.648,0.14,22.55,3.849,20405317.0
2015,Malaysia,Southeast Asia,5.77,0.72394,0.10501,0.53024,1.07023,1.12486,0.33075,26.64,2.039,31068833.0
2016,Malaysia,Southeast Asia,6.005,0.62366,0.09081,0.39031,0.88025,1.25142,0.41474,26.93,1.978,31526418.0
2017,Malaysia,Southeast Asia,6.084000111,0.618784428,0.065600708,0.402264982,1.284646034,1.29121542,0.41660893,26.49,1.929,31975806.0
2018,Malaysia,Southeast Asia,6.322,0.669,0.059,0.356,1.258,1.161,0.311,26.53,1.881,32399271.0
2019,Malaysia,Southeast Asia,5.339,0.828,0.024,0.508,1.171,1.221,0.26,26.8,1.834,32804020.0
2020,Malaysia,Southeast Asia,5.384300232,0.788511872,0.062163133,0.596941531,1.17400229,1.168421626,0.274886161,26.68,1.818,33199993.0
2021,Malaysia,Southeast Asia,5.384,0.587,0.064,0.624,0.797,1.259,0.27,26.47,1.803,33573874.0
2022,Malaysia,Southeast Asia,5.711,0.62,0.126,0.654,0.938,1.689,0.213,26.35,1.787,33938221.0
2015,Mali,Sub-Saharan Africa,3.995,0.20583,0.12352,0.38857,1.03526,0.26074,0.18798,29.25,6.385,18112907.0
2016,Mali,Sub-Saharan Africa,4.073,0.16347,0.13647,0.27544,0.86333,0.31292,0.21064,29.51,6.319,18700106.0
2017,Mali,Sub-Saharan Africa,4.190000057,0.169365674,0.104970247,0.306613743,1.281473398,0.476180494,0.183354199,29.38,6.251,19311355.0
2018,Mali,Sub-Saharan Africa,4.447,0.152,0.056,0.367,1.233,0.37,0.139,29.33,6.183,19934298.0
2019,Mali,Sub-Saharan Africa,4.39,0.308,0.052,0.327,1.105,0.385,0.153,29.1,6.103,20567424.0
2020,Mali,Sub-Saharan Africa,4.729300022,0.234981522,0.062146276,0.377534449,0.97314173,0.352462649,0.16966705,29.4,6.035,21224040.0
2021,Mali,Sub-Saharan Africa,4.723,0.11,0.072,0.384,0.59,0.387,0.164,29.78,5.956,21904983.0
2022,Mali,Sub-Saharan Africa,4.479,0.311,0.042,0.35,0.483,0.792,0.128,29.19,5.867,22593590.0
2015,Malta,Western Europe,6.302,0.88721,0.13586,0.60365,1.30203,1.2074,0.51752,20.01,1.37,445053.0
2016,Malta,Western Europe,6.488,0.80315,0.17554,0.54994,1.09879,1.30782,0.56237,20.19,1.37,455356.0
2017,Malta,Western Europe,6.52699995,0.821944237,0.153066069,0.588767052,1.488411665,1.343279839,0.574730575,19.74,1.26,467999.0
2018,Malta,Western Europe,6.627,0.884,0.142,0.645,1.525,1.27,0.376,20.02,1.23,484630.0
2019,Malta,Western Europe,6.726,0.999,0.151,0.564,1.52,1.3,0.375,19.87,1.14,504062.0
2020,Malta,Western Europe,6.772799969,0.972042024,0.178864077,0.633239031,1.442956924,1.252513289,0.341180831,19.99,1.13,515332.0
2021,Malta,Western Europe,6.602,0.747,0.183,0.664,1.055,1.411,0.275,20.22,1.13,518536.0
2022,Malta,Western Europe,6.447,0.789,0.166,0.679,1.169,1.838,0.174,20.26,1.15,531113.0
2015,Mauritania,Sub-Saharan Africa,4.436,0.35874,0.17461,0.24232,0.86908,0.45407,0.219,29.05,4.813,3946220.0
2016,Mauritania,Sub-Saharan Africa,4.201,0.28639,0.17955,0.1268,0.84142,0.61391,0.22686,29.12,4.741,4051890.0
2017,Mauritania,Sub-Saharan Africa,4.291999817,0.28534928,0.136957005,0.096098043,1.27203083,0.648457289,0.201870024,29.1,4.664,4160015.0
2018,Mauritania,Sub-Saharan Africa,4.356,0.292,0.093,0.129,1.245,0.557,0.134,28.61,4.607,4270712.0
2019,Mauritania,Sub-Saharan Africa,4.49,0.489,0.088,0.066,1.167,0.57,0.106,28.67,4.521,4383849.0
2020,Mauritania,Sub-Saharan Africa,4.374599934,0.425184816,0.122257635,0.185714483,1.113323569,0.539684892,0.128899664,29.11,4.455,4498604.0
2021,Mauritania,Sub-Saharan Africa,4.227,0.273,0.133,0.218,0.749,0.666,0.119,29.3,4.398,4614974.0
2022,Mauritania,Sub-Saharan Africa,4.153,0.45,0.138,0.304,0.865,1.1,0.088,28.9,4.342,4736139.0
2015,Mauritius,Sub-Saharan Africa,5.477,0.7095,0.07521,0.56066,0.98521,1.00761,0.37744,23.88,1.36,1262879.0
2016,Mauritius,Sub-Saharan Africa,5.648,0.66189,0.05203,0.46145,0.75695,1.14372,0.36951,23.65,1.4,1263747.0
2017,Mauritius,Sub-Saharan Africa,5.629000187,0.638007462,0.042181555,0.491247326,1.20956099,1.189395547,0.360933751,24.05,1.44,1264887.0
2018,Mauritius,Sub-Saharan Africa,5.891,0.684,0.05,0.584,1.387,1.09,0.245,23.83,1.41,1265577.0
2019,Mauritius,Sub-Saharan Africa,5.888,0.798,0.06,0.498,1.402,1.12,0.215,24.15,1.4,1265985.0
